4.2923109784115444e-8	5.448385344443052e-8	2.985071947083799e-8
1.7068499533911043e-8	5.353092201660418e-9	3.3801915995567384e-8
1.7800614308457213e-8	2.8932050102622545e-8	-4.739924307907087e-8
-4.946672299590517e-8	-4.672486252082918e-8	3.6366882135157844e-8
2.7385171372841793e-8	-3.7921792130162494e-8	1.281813739287784e-8
-1.688148837005016e-8	-4.140987081773878e-8	5.339565862079905e-8
1.1015269875340995e-8	-9.86883502727209e-9	4.457811768413008e-8
1.2513531830214438e-8	1.618570230089452e-8	5.684565917482307e-8
-4.9677559494324535e-8	-1.3637871099735618e-8	-5.466220552322462e-8
-1.310262407537013e-8	2.3816674245505293e-8	-1.4520321691481698e-8
1.1240450850394845e-8	2.4553683329707513e-8	2.396444218739286e-8
2.0895302183813257e-8	4.749314291365318e-8	-1.6520584277778062e-8
3.081191968401454e-9	-4.9540672706669524e-8	-1.0113148836325927e-8
-3.4074584716378054e-8	9.946570684726598e-9	5.691339252365923e-8
2.7437794851119128e-8	4.6947061435324616e-8	-5.2667272484338176e-8
5.152054357807755e-9	-6.1551808556298335e-9	-1.9082170519267996e-8
-6.627872301206547e-9	-2.644618358012255e-8	-4.270549941750185e-8
5.891256717676064e-9	1.4804363307505102e-8	-5.191575812469734e-8
-4.538340206711741e-9	1.6125174131897413e-8	6.604038979451966e-9
-6.710756512321391e-9	-1.5220553380843365e-8	4.0252649976195976e-8
2.7576391029330723e-8	2.9225160973383674e-8	-2.5729667322632162e-8
5.2560278208062566e-9	1.4308492254461892e-8	4.78667958637697e-10
4.5164508500768284e-8	1.9409030156576388e-8	-5.34998072471594e-8
-3.8424023184854893e-8	-1.6434361272805556e-9	-2.0937675602219658e-8
-3.5645608972791374e-8	3.948514842409695e-8	-4.630455587747703e-8
-1.4218422420442685e-8	-1.550541538577686e-8	5.204953477769668e-8
-1.3576497642732927e-9	3.061818326940775e-9	-1.1797138368851368e-8
-4.924539914451255e-8	-3.186387279183492e-8	-1.3685454550158903e-8
-1.837101142723251e-8	5.034208675532432e-8	4.9100915536351586e-8
6.331018771917061e-9	-9.169368821252708e-9	-5.5914725509141165e-8
-8.23965677100737e-9	3.886081438056663e-8	2.18592491198541e-10
-7.556306481377911e-9	-2.247920940405663e-8	3.080866436746616e-8
-9.032767926780523e-9	2.268701755282192e-8	3.7974314030689473e-8
-3.9077173033043263e-8	2.048710742241103e-8	-1.800082646322295e-8
4.5035804256194886e-8	-5.00562591352649e-8	-4.748654825410512e-8
4.440810483638789e-8	-3.734971752455516e-8	-2.343467893090953e-8
2.1379672009945095e-8	-4.354152389919014e-8	3.6039423241904446e-8
-3.257173298591306e-8	4.458583549233245e-9	-5.6523037250980803e-8
